0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000021e-02,4.997916927067833082e-02
2.000000000000000042e-02,9.983341664682815475e-02
2.999999999999999889e-02,1.494381324735992167e-01
4.000000000000000083e-02,1.986693307950612164e-01
5.000000000000000278e-02,2.474039592545229371e-01
5.999999999999999778e-02,2.955202066613395462e-01
7.000000000000000666e-02,3.428978074554513977e-01
8.000000000000000167e-02,3.894183423086505225e-01
8.999999999999999667e-02,4.349655341112301787e-01
1.000000000000000056e-01,4.794255386042030054e-01
1.100000000000000006e-01,5.226872289306592201e-01
1.199999999999999956e-01,5.646424733950353714e-01
1.300000000000000044e-01,6.051864057360395455e-01
1.400000000000000133e-01,6.442176872376911279e-01
1.499999999999999944e-01,6.816387600233341226e-01
1.600000000000000033e-01,7.173560908995227914e-01
1.700000000000000122e-01,7.512804051402927064e-01
1.799999999999999933e-01,7.833269096274833032e-01
1.900000000000000022e-01,8.134155047893737445e-01
2.000000000000000111e-01,8.414709848078965049e-01
2.099999999999999922e-01,8.674232255940169667e-01
2.200000000000000011e-01,8.912073600614354163e-01
2.300000000000000100e-01,9.127639402605211005e-01
2.399999999999999911e-01,9.320390859672262884e-01
2.500000000000000000e-01,9.489846193555862008e-01
2.600000000000000089e-01,9.635581854171929583e-01
2.700000000000000178e-01,9.757233578266590879e-01
2.800000000000000266e-01,9.854497299884602546e-01
2.899999999999999800e-01,9.927129910375884769e-01
2.999999999999999889e-01,9.974949866040544455e-01
3.099999999999999978e-01,9.997837641893569938e-01
3.200000000000000067e-01,9.995736030415051099e-01
3.300000000000000155e-01,9.968650284539188888e-01
3.400000000000000244e-01,9.916648104524685703e-01
3.500000000000000333e-01,9.839859468739368120e-01
3.599999999999999867e-01,9.738476308781952584e-01
3.699999999999999956e-01,9.612752029752998917e-01
3.800000000000000044e-01,9.463000876874144707e-01
3.900000000000000133e-01,9.289597150038692019e-01
4.000000000000000222e-01,9.092974268256817094e-01
4.100000000000000311e-01,8.873623686333752536e-01
4.199999999999999845e-01,8.632093666488737105e-01
4.299999999999999933e-01,8.368987907984977159e-01
4.400000000000000022e-01,8.084964038195900926e-01
4.500000000000000111e-01,7.780731968879212035e-01
4.600000000000000200e-01,7.457052121767200337e-01
4.700000000000000289e-01,7.114733527908443378e-01
4.799999999999999822e-01,6.754631805511509546e-01
4.899999999999999911e-01,6.377647021345036471e-01
5.000000000000000000e-01,5.984721441039565493e-01
5.100000000000000089e-01,5.576837173914169776e-01
5.200000000000000178e-01,5.155013718214641605e-01
5.300000000000000266e-01,4.720305412898822550e-01
5.400000000000000355e-01,4.273798802338297786e-01
5.500000000000000444e-01,3.816609920523316712e-01
5.600000000000000533e-01,3.349881501559046626e-01
5.700000000000000622e-01,2.874780123425439982e-01
5.799999999999999600e-01,2.392493292139824257e-01
5.899999999999999689e-01,1.904226473610274861e-01
5.999999999999999778e-01,1.411200080598672135e-01
6.099999999999999867e-01,9.146464223243719327e-02
6.199999999999999956e-01,4.158066243329049116e-02
6.300000000000000044e-01,-8.407247367148618436e-03
6.400000000000000133e-01,-5.837414342758008579e-02
6.500000000000000222e-01,-1.081951345301083722e-01
6.600000000000000311e-01,-1.577456941432486548e-01
6.700000000000000400e-01,-2.069019716733997705e-01
6.800000000000000488e-01,-2.555411020268316680e-01
6.900000000000000577e-01,-3.035415127084293285e-01
7.000000000000000666e-01,-3.507832276896202806e-01
